,county,state,latitude,longitude,date
981,Westmoreland County,Pennsylvania,40.32247,-79.16816999999999,1967-09-14
983,Westmoreland County,Pennsylvania,40.5258,-79.6575,2006-09-02
984,Westmoreland County,Pennsylvania,40.43163,-79.58031,2014-02-16
986,Baker County,Oregon,45.0018,-117.2022,1996-05-20
988,Benton County,Oregon,44.58335,-123.4166,2002-08-24
989,Benton County,Oregon,44.6693,-123.2433,2005-03-13
990,Benton County,Oregon,44.50455,-123.5524,2009-06-13
993,Clackamas County,Oregon,45.3894,-122.4163,1978-08-29
995,Clackamas County,Oregon,45.0837,-122.4888,1984-08-15
997,Clackamas County,Oregon,44.99745,-122.1647,1991-07-04
998,Clackamas County,Oregon,45.33,-121.9165,1993-06-15
999,Clackamas County,Oregon,44.9979,-122.1631,1993-08-02
1000,Clackamas County,Oregon,45.12545,-122.53299999999999,1995-07-15
1002,Clackamas County,Oregon,45.32301,-121.7115,1997-05-27
1003,Clackamas County,Oregon,45.03255,-122.4808,2000-06-08
1004,Clackamas County,Oregon,45.40023,-122.2777,2000-07-22
1005,Clackamas County,Oregon,44.97487,-122.3057,2001-03-18
1006,Clackamas County,Oregon,45.33175,-121.9139,2001-11-29
1007,Clackamas County,Oregon,45.3207,-121.9547,2003-02-15
1008,Clackamas County,Oregon,45.1867,-122.3803,2004-06-20
1009,Clackamas County,Oregon,44.9633,-122.4,2004-09-26
1010,Clackamas County,Oregon,44.95023,-122.2347,2008-08-10
1011,Clackamas County,Oregon,45.31061,-121.8388,2008-08-25
1015,Clackamas County,Oregon,45.1518,-122.1032,2013-09-24
1018,Clatsop County,Oregon,46.19945,-123.9513,1993-09-15
1020,Clatsop County,Oregon,45.99378,-123.9211,2001-08-03
1021,Clatsop County,Oregon,45.70835,-123.625,2001-09-20
1022,Clatsop County,Oregon,45.93701,-123.5417,2004-06-04
1023,Clatsop County,Oregon,46.031929999999996,-123.4573,2008-08-01
1024,Columbia County,Oregon,45.7492,-122.9546,2004-08-06
1025,Columbia County,Oregon,45.85606,-123.1691,2018-06-24
1027,Coos County,Oregon,40.1,-124.2,1980-02-15
1028,Coos County,Oregon,43.54165,-123.875,1995-11-14
1030,Coos County,Oregon,43.1786,-124.3688,2004-08-21
1031,Coos County,Oregon,43.0,-124.43,2004-10-29
1032,Coos County,Oregon,43.27402,-123.9834,2020-04-15
1033,Curry County,Oregon,42.28445,-124.2148,1974-11-15
1034,Curry County,Oregon,42.6425,-124.0255,1975-09-15
1036,Curry County,Oregon,42.82,-124.53,1986-08-14
1037,Curry County,Oregon,42.4018,-124.426,1994-02-25
1038,Curry County,Oregon,42.07,-124.3,2001-03-17
1039,Curry County,Oregon,42.08,-124.3,2001-06-04
1041,Deschutes County,Oregon,44.1263,-121.3338,1976-05-15
1042,Deschutes County,Oregon,43.48257,-121.9104,1978-08-15
1044,Deschutes County,Oregon,43.5705,-121.8955,1980-08-15
1045,Deschutes County,Oregon,44.16966,-121.5014,1982-09-15
1047,Deschutes County,Oregon,43.7151,-121.6347,1990-07-15
1048,Deschutes County,Oregon,44.2157,-121.4755,1994-04-15
1049,Deschutes County,Oregon,43.94225,-121.3815,1995-07-05
1053,Deschutes County,Oregon,44.56625,-121.6384,2005-07-09
1054,Deschutes County,Oregon,43.97603,-121.7828,2012-09-01
1055,Deschutes County,Oregon,43.981359999999995,-121.4705,2013-11-15
1056,Douglas County,Oregon,43.31815,-122.1954,1956-07-15
1057,Douglas County,Oregon,43.40867,-122.8887,1970-11-15
1058,Douglas County,Oregon,43.6744,-123.2675,1977-07-01
1059,Douglas County,Oregon,43.7827,-123.9599,1978-06-25
1060,Douglas County,Oregon,43.20335,-122.3759,1980-09-01
1061,Douglas County,Oregon,43.225,-123.175,1980-09-05
1062,Douglas County,Oregon,44.55505,-123.3604,1980-10-04
1063,Douglas County,Oregon,43.16815,-123.4911,1989-07-01
1065,Douglas County,Oregon,43.5251,-123.311,1991-10-15
1066,Douglas County,Oregon,43.2073,-123.5585,2002-08-20
1067,Douglas County,Oregon,43.3029,-123.1611,2002-10-15
1068,Douglas County,Oregon,43.3622,-122.1814,2004-08-28
1069,Douglas County,Oregon,43.29600000000001,-122.5541,2004-09-28
1070,Douglas County,Oregon,43.61538,-123.5036,2006-11-15
1072,Northampton County,Pennsylvania,40.8495,-75.327,2017-11-17
1073,Monroe County,Pennsylvania,41.115,-75.205,2008-08-15
1074,Mifflin County,Pennsylvania,40.617979999999996,-77.62406999999999,1980-05-15
1075,Mercer County,Pennsylvania,41.21365,-80.26563,1978-10-15
1077,Luzerne County,Pennsylvania,41.32501,-75.74288,2016-03-23
1079,Lancaster County,Pennsylvania,39.72785,-76.2074,2011-07-20
1082,Huntingdon County,Pennsylvania,40.33498,-77.85934,2021-08-12
1086,Forest County,Pennsylvania,41.47511,-79.3178,1980-07-03
1087,Forest County,Pennsylvania,41.51954,-78.87955,2010-06-05
1091,Jefferson County,Pennsylvania,41.02176,-74.53322,1988-10-15
1096,Lycoming County,Pennsylvania,41.4065,-76.804,2005-07-01
1097,McKean County,Pennsylvania,41.9548,-78.65621,1963-10-01
1098,McKean County,Pennsylvania,41.97226,-78.66863000000001,1973-09-12
1100,McKean County,Pennsylvania,41.73315,-78.93985,2006-01-01
1105,Mercer County,Pennsylvania,41.07374,-80.12229,2012-10-19
1106,Mercer County,Pennsylvania,41.05,-80.50751,2015-08-15
1109,Erie County,Pennsylvania,41.91826,-80.54177,1977-10-15
1115,Chester County,Pennsylvania,39.73523,-76.04183,2011-09-01
1121,Beaver County,Pennsylvania,40.50322,-80.19804,2007-02-27
1124,Allegheny County,Pennsylvania,40.357,-79.8765,1985-06-15
1125,Allegheny County,Pennsylvania,40.29929,-79.8944,1988-08-16
1127,Allegheny County,Pennsylvania,40.5833,-79.9167,2006-01-30
1128,Allegheny County,Pennsylvania,40.52825,-80.25475,2007-07-22
1129,Allegheny County,Pennsylvania,40.5278,-79.7668,2007-11-03
1130,Allegheny County,Pennsylvania,40.6166,-80.0107,2008-01-27
1132,Beaver County,Pennsylvania,40.60946,-80.3293,2020-04-11
1134,Bucks County,Pennsylvania,40.4225,-75.06665,2007-09-17
1135,Bucks County,Pennsylvania,40.37726,-75.37814,2007-10-24
1136,Bucks County,Pennsylvania,40.1316,-74.85745,2014-02-25
1138,Butler County,Pennsylvania,40.94997,-80.07443,2015-05-01
1139,Butler County,Pennsylvania,40.92895,-80.07216,2016-08-15
1144,Cambria County,Pennsylvania,40.65083,-78.52589,2009-11-30
1145,Cameron County,Pennsylvania,41.34404,-78.04547,2008-10-16
1147,Clearfield County,Pennsylvania,40.97015,-78.42314,1978-08-21
1149,Clearfield County,Pennsylvania,41.12782,-78.5826,2008-09-13
1154,Elk County,Pennsylvania,41.31268,-78.39445,2003-09-30
1160,Fayette County,Pennsylvania,40.05148,-79.56702,1994-10-15
1163,Providence County,Rhode Island,41.98067,-71.6568,1998-10-15
1164,Southeast Fairbanks County,Alaska,62.9375,-141.5667,2004-06-18
1165,Prince of Wales County,Alaska,55.1872,-132.7982,1995-05-15
1169,Cordova-McCarthy County,Alaska,61.5,-142.9,2000-06-16
1170,Bristol Bay County,Alaska,57.7566,-155.981,2004-07-20
1171,Anchorage County,Alaska,61.09085,-149.7667,2003-12-12
1172,Wilcox County,Alabama,31.99,-87.29,2007-08-06
1173,Washington County,Alabama,31.4515,-88.08305,1997-01-06
1174,Walker County,Alabama,33.89236,-87.3775,1988-07-15
1175,Tuscaloosa County,Alabama,33.28375,-87.32655,1999-07-15
1176,Tallapoosa County,Alabama,32.91874,-85.9793,2014-03-30
1178,Talladega County,Alabama,33.48665,-85.8175,2000-07-15
1179,Talladega County,Alabama,33.35,-85.625,2007-04-22
1180,Talladega County,Alabama,33.240840000000006,-85.7894,2014-07-27
1181,Tuscaloosa County,Alabama,33.26035,-87.31821,2003-06-28
1182,Tuscaloosa County,Alabama,33.21145,-87.35664,2003-08-30
1183,Tuscaloosa County,Alabama,33.20837,-87.28992,2012-03-15
1184,Tuscaloosa County,Alabama,33.37095,-87.6942,2014-12-27
1185,Walker County,Alabama,33.8957,-87.53395,1990-05-15
1186,Walker County,Alabama,33.97575,-87.45876,1990-09-15
1187,Walker County,Alabama,33.8957,-87.53395,2010-03-12
1188,Washington County,Alabama,31.25385,-88.26290999999999,2008-02-15
1189,Washington County,Alabama,31.24305,-88.31126,2020-04-16
1190,Anchorage County,Alaska,61.0595,-149.7853,2004-02-15
1195,Fairbanks County,Alaska,64.89139,-147.8142,2009-07-15
1197,Prince of Wales County,Alaska,55.4555,-132.7333,2001-05-13
1198,Prince of Wales County,Alaska,55.2035,-132.8202,2004-02-09
1199,Southeast Fairbanks County,Alaska,62.77335,-141.3165,2008-04-23
1200,Southeast Fairbanks County,Alaska,63.988690000000005,-142.7691,2008-08-20
1201,Providence County,Rhode Island,41.81391,-71.74425,2011-11-15
1202,Adams County,Pennsylvania,39.763659999999994,-77.27178,1961-07-01
1207,St. Clair County,Alabama,33.6205,-86.4664,2004-09-30
1208,Shelby County,Alabama,33.3674,-86.64066,2004-05-09
1209,Russell County,Alabama,32.31435,-85.16235,1981-09-15
1210,Pike County,Alabama,31.85,-85.925,2007-08-26
1211,Pickens County,Alabama,33.13195,-88.17885,1980-11-15
1212,Morgan County,Alabama,34.4881,-86.6333,2000-06-01
1214,Mobile County,Alabama,30.47612,-88.34223,2007-02-04
1215,Marshall County,Alabama,34.276070000000004,-86.17524,1992-08-15
1216,Madison County,Alabama,34.95605,-86.4559,1983-11-15
1217,Macon County,Alabama,32.43,-85.705,2007-05-19
1219,Limestone County,Alabama,34.92855,-87.1105,1978-04-15
1220,Lee County,Alabama,32.6825,-85.2222,2002-05-30
1221,Lauderdale County,Alabama,34.8986,-87.95277,2008-04-15
1222,Lamar County,Alabama,33.41574,-88.12475,2012-05-21
1223,Jefferson County,Alabama,33.8132,-86.7891,1979-09-15
1224,Jefferson County,Alabama,33.55153,-86.98473,2013-10-02
1225,Lee County,Alabama,32.6218,-85.4258,2003-11-26
1226,Lee County,Alabama,32.67715,-85.21545,2007-01-30
1227,Limestone County,Alabama,34.9263,-87.02025,1993-08-20
1228,Limestone County,Alabama,34.6802,-87.00665,2001-10-15
1229,Limestone County,Alabama,34.731390000000005,-86.97057,2006-09-22
1230,Madison County,Alabama,34.7325,-86.52105,2004-05-28
1231,Madison County,Alabama,34.71139,-86.6575,2009-02-24
1232,Morgan County,Alabama,34.5422,-86.66465,2000-10-10
1233,Morgan County,Alabama,34.559459999999994,-86.59747,2008-11-28
1234,Morgan County,Alabama,34.322790000000005,-86.5045,2012-08-15
1235,Morgan County,Alabama,34.470909999999996,-86.56954,2013-03-16
1236,Pickens County,Alabama,33.13,-88.14999,2007-09-01
1237,St. Clair County,Alabama,33.6332,-86.2952,2005-02-05
1238,St. Clair County,Alabama,33.59,-86.5,2007-07-18
1239,Jackson County,Alabama,34.56327,-85.79889,2012-12-01
1240,Henry County,Alabama,31.23374,-85.21574,2014-09-17
1241,Franklin County,Alabama,31.000020000000003,-86.99781999999999,2006-07-06
1242,Etowa County,Alabama,33.82162,-85.48985,2012-11-01
1243,Escambia County,Alabama,31.135859999999997,-87.06486,1983-10-14
1244,Dale County,Alabama,31.35,-85.7075,2008-01-19
1245,Cullman County,Alabama,34.29511,-86.88620999999999,2013-01-23
1246,Covington County,Alabama,31.34781,-86.54527,1978-10-10
1247,Colbert County,Alabama,34.80405,-87.50905,1999-11-15
1248,Coffee County,Alabama,31.53475,-85.7944,2013-01-28
1249,Cleburne County,Alabama,33.7065,-85.57415,1994-09-15
1250,Clay County,Alabama,33.46345,-85.87055,2008-01-19
1251,Clarke County,Alabama,31.58255,-87.96095,1996-12-05
1252,Cherokee County,Alabama,34.14117,-85.22780999999999,2014-06-17
1253,Chilton County,Alabama,32.76967,-86.4891,2000-05-13
1254,Chilton County,Alabama,32.48322,-86.37698,2013-10-15
1255,Clarke County,Alabama,31.809,-87.56806999999999,2002-09-16
1256,Clarke County,Alabama,31.20325,-87.5047,2008-08-31
1258,Clay County,Alabama,33.12572,-85.49103000000001,2013-11-10
1259,Cleburne County,Alabama,33.643409999999996,-85.41960999999999,2020-06-15
1260,Colbert County,Alabama,34.70112,-87.77686,2005-01-12
1262,Conecuh County,Alabama,31.16,-87.09069000000001,2000-02-10
1264,Covington County,Alabama,31.29,-86.255,2007-09-12
1265,Cullman County,Alabama,34.00806,-86.96415999999999,2014-06-09
1266,Dale County,Alabama,31.30503,-85.61766,2011-04-01
1267,Dallas County,Alabama,32.30673,-87.24547,2006-09-10
1268,Etowa County,Alabama,34.041290000000004,-85.86473000000001,2013-01-27
1270,Henry County,Alabama,31.651,-85.19265,2014-12-31
1271,Jackson County,Alabama,34.24174,-85.08995,2013-08-24
1272,Blount County,Alabama,34.1288,-86.68,1975-08-25
1273,Bibb County,Alabama,33.1,-86.86,2007-09-12
1274,Barbour County,Alabama,31.868009999999998,-85.35995,1980-01-12
1275,Baldwin County,Alabama,30.7113,-87.91833000000001,1979-09-14
1276,Autauga County,Alabama,32.4456,-86.5653,1985-08-15
1277,Baldwin County,Alabama,30.317859999999996,-87.64934000000001,2021-11-21
1278,Blount County,Alabama,33.00014,-86.00004,2006-06-03
1279,Blount County,Alabama,33.89833,-86.84557,2014-01-14
1282,Wyoming County,West Virginia,37.58135,-81.29745,2005-12-03
1283,Windsor County,Vermont,43.4654,-72.7051,2005-10-08
1284,Wythe County,Virginia,37.22647,-81.09017,1984-04-08
1285,Wood County,Texas,32.7943,-95.5425,1996-12-22
1286,Shannon County,South Dakota,43.358509999999995,-102.3971,2002-12-04
1288,Tishomingo County,Mississippi,34.60905,-88.19894000000001,2006-01-05
1289,Wright County,Missouri,37.460409999999996,-92.63587,2018-04-14
1291,Wexford County,Michigan,44.16985,-85.63835,2000-10-01
1293,Waldo County,Maine,44.6908,-69.3614,2016-01-30
1295,York County,Maine,43.6676,-70.6235,2016-02-27
1296,York County,Maine,43.2045,-70.81187,2017-02-14
1297,Wexford County,Michigan,44.50587,-85.51546,2000-10-21
1298,Wexford County,Michigan,44.45835,-85.6667,2008-09-25
1300,Wright County,Missouri,37.46392,-92.52242,2020-10-05
1301,Tishomingo County,Mississippi,34.735,-88.26655,2013-02-16
1303,Wilson County,Tennessee,35.9978,-86.2011,2008-10-27
1304,Wilson County,Tennessee,36.25466,-86.15759,2010-07-16
1306,Wood County,Texas,32.69028,-95.61055999999999,2004-03-25
1307,Wood County,Texas,32.85232,-95.46670999999999,2006-02-01
1308,Weber County,Utah,41.5,-111.75,1962-05-01
1313,Weber County,Utah,41.41125,-111.5833,2007-08-31
1314,Wythe County,Virginia,37.00085,-80.8797,2003-10-23
1315,Wythe County,Virginia,36.931999999999995,-80.89,2011-06-10
1316,Wythe County,Virginia,37.0048,-81.11751,2019-04-10
1317,Windsor County,Vermont,43.43623,-72.43684,2015-05-24
1318,Skamania County,Washington,45.75056,-121.6508,1950-05-01
1319,Skamania County,Washington,46.385,-122.1379,1967-10-18
1320,Skamania County,Washington,45.66194,-122.0144,1969-03-05
1321,Skamania County,Washington,46.3341,-121.7913,1969-03-09
1322,Skamania County,Washington,46.27583,-122.2083,1971-08-27
1323,Skamania County,Washington,45.746390000000005,-122.2375,1972-05-22
1324,Skamania County,Washington,45.62778,-122.0194,1978-04-29
1325,Skamania County,Washington,45.69833,-121.7753,1980-04-15
1326,Skamania County,Washington,45.63921,-121.9883,1985-06-08
1327,Skamania County,Washington,46.04722,-122.1914,1985-07-01
1328,Skamania County,Washington,46.295,-121.5478,1991-07-15
1329,Skamania County,Washington,46.0189,-121.7476,1993-08-02
1330,Skamania County,Washington,46.0803,-121.7512,1997-05-15
1331,Skamania County,Washington,45.940020000000004,-121.7582,1997-06-15
1332,Skamania County,Washington,46.15194,-122.1572,1997-11-20
1333,Skamania County,Washington,46.17861,-122.0514,1998-06-18
1334,Skamania County,Washington,46.104440000000004,-122.015,1998-08-27
1335,Skamania County,Washington,46.1036,-121.7944,1999-09-06
1336,Skamania County,Washington,46.3105,-122.02799999999999,1999-10-20
1337,Skamania County,Washington,46.08515,-121.7064,2000-09-15
1339,Skamania County,Washington,46.10861,-122.1283,2001-03-04
1340,Skamania County,Washington,46.1333,-121.8,2001-08-11
1341,Skamania County,Washington,45.9667,-121.6667,2001-08-15
1342,Skamania County,Washington,45.8083,-121.9063,2002-08-03
1343,Skamania County,Washington,46.0969,-121.9191,2002-10-20
1344,Skamania County,Washington,46.21583,-121.9192,2003-06-25
1346,Skamania County,Washington,46.3751,-122.1301,2004-09-15
1348,Skamania County,Washington,46.3105,-121.9256,2004-11-08
1349,Skamania County,Washington,46.05,-121.95,2004-11-29
1350,Skamania County,Washington,45.723,-121.8864,2005-02-05
1351,Skamania County,Washington,46.13795,-122.3291,2005-08-19
1352,Skamania County,Washington,45.74715,-122.2339,2005-11-17
1353,Skamania County,Washington,46.40153,-121.8738,2007-09-03
1354,Skamania County,Washington,45.9216,-121.71799999999999,2008-11-26
1355,Skamania County,Washington,45.96578,-121.7576,2009-09-09
1356,Skamania County,Washington,45.83632,-121.921,2010-09-25
1359,Skamania County,Washington,46.33448,-122.0504,2016-11-07
1360,Skamania County,Washington,45.80191,-121.9223,2019-09-01
1361,Skamania County,Washington,45.759570000000004,-121.6267,2020-01-04
1362,Skamania County,Washington,45.74796,-122.2389,2020-05-15
1364,Skamania County,Washington,46.13657,-122.1692,2020-12-16
1365,Wood County,Wisconsin,44.42315,-89.7793,2012-02-18
1366,Wood County,Wisconsin,44.4308,-89.7715,2012-12-19
1370,Montgomery County,Maryland,39.21564,-77.4608,1994-08-15
1374,Dorchester County,Maryland,38.63295,-75.80465,1999-04-15
1379,Piscataquis County,Maine,46.1333,-68.8405,1970-11-15
1383,Hancock County,Maine,44.78159,-68.2283,2020-11-12
1385,Oxford County,Maine,45.04705,-70.99485,2016-07-26
1386,Oxford County,Maine,44.34113,-70.61506999999999,2020-09-26
1387,Penobscot County,Maine,45.04943,-68.63221999999999,2020-10-19
1389,Anne Arundel County,Maryland,39.01142,-76.53862,1972-08-15
1394,Anne Arundel County,Maryland,38.816390000000006,-76.54514,2005-09-14
1395,Anne Arundel County,Maryland,39.11378,-76.811,2008-05-01
1396,Anne Arundel County,Maryland,39.084140000000005,-76.82731,2010-08-15
1398,Baltimore County,Maryland,39.6946,-76.6691,2011-05-14
1402,Harford County,Maryland,39.67183,-76.34047,1993-09-15
1407,Montgomery County,Maryland,39.06392,-77.2948,2014-03-15
1408,Washington County,Maryland,39.64819,-78.32549,1989-05-15
1412,Washtenaw County,Michigan,42.2375,-83.67,1974-07-30
1414,Schoolcraft County,Michigan,45.964,-86.1437,1962-04-01
1415,Sanilac County,Michigan,43.26806,-82.53083000000001,1987-08-15
1416,Roscommon County,Michigan,44.376999999999995,-84.4995,1968-11-15
1417,Presque Isle County,Michigan,45.40985,-83.85985,1967-05-17
1418,Ottawa County,Michigan,43.103,-86.075,1994-07-16
1419,Otsego County,Michigan,45.0,-85.0,2011-11-05
1420,Osceola County,Michigan,43.857,-85.30700999999999,1989-11-01
1421,Ontonagon County,Michigan,46.871109999999994,-89.31389,2002-07-20
1422,Oceana County,Michigan,43.55,-86.325,1976-06-15
1423,Oceana County,Michigan,43.5345,-86.29,2000-06-15
1424,Oceana County,Michigan,43.674,-86.4565,2011-07-15
1426,Ogemaw County,Michigan,44.2055,-83.95399,2001-07-15
1427,Ogemaw County,Michigan,44.364340000000006,-84.05358000000001,2003-11-17
1428,Ogemaw County,Michigan,44.34035,-84.00156,2006-05-15
1429,Ogemaw County,Michigan,44.41835,-84.40335,2008-10-22
1430,Ogemaw County,Michigan,44.48875,-83.88606999999999,2016-09-06
1431,Osceola County,Michigan,44.1305,-85.2165,2009-05-04
1434,Oscoda County,Michigan,44.5256,-84.06493,1997-10-01
1436,Oscoda County,Michigan,44.53665,-84.16389000000001,2006-07-09
1437,Oscoda County,Michigan,44.76,-84.12485,2008-10-12
1438,Oscoda County,Michigan,44.565,-83.845,2008-11-18
1439,Oscoda County,Michigan,44.59665,-84.0415,2010-10-09
1441,Ottawa County,Michigan,42.863609999999994,-86.16861,2002-11-07
1442,Presque Isle County,Michigan,45.351000000000006,-83.4885,2003-07-15
1443,Roscommon County,Michigan,44.4355,-84.7602,1980-08-12
1444,Roscommon County,Michigan,44.29188,-84.72922,1999-04-14
1445,Roscommon County,Michigan,44.17335,-84.6,2009-07-16
1446,Roscommon County,Michigan,44.398,-84.4445,2011-11-14
1447,Roscommon County,Michigan,44.41775,-84.5914,2013-02-05
1449,Sanilac County,Michigan,43.39116,-82.53918,2020-08-01
1450,Schoolcraft County,Michigan,46.34575,-85.95865,1977-01-01
1452,Schoolcraft County,Michigan,46.3126,-86.5228,1993-06-07
1453,Schoolcraft County,Michigan,46.189679999999996,-85.97613,2002-09-15
1454,Schoolcraft County,Michigan,45.9796,-86.0221,2006-07-11
1455,Schoolcraft County,Michigan,46.159,-86.611,2007-06-01
1456,Schoolcraft County,Michigan,46.191829999999996,-86.21193000000001,2010-08-15
1459,Tuscola County,Michigan,43.41444,-83.18583000000001,1999-02-15
1460,Washtenaw County,Michigan,42.15965,-83.55718,1999-06-19
1461,Washtenaw County,Michigan,42.285,-83.59014,2001-02-15
1462,Washtenaw County,Michigan,42.30472,-83.60472,2001-08-07
1463,Washtenaw County,Michigan,42.40611,-83.58,2004-03-27
1464,Washtenaw County,Michigan,42.36639,-83.86097,2004-08-31
1465,Washtenaw County,Michigan,42.43235,-84.2915,2011-07-14
1467,Muskegon County,Michigan,43.4245,-86.353,1979-07-15
1469,Montcalm County,Michigan,43.45135,-85.12935,1986-09-01
1474,Mecosta County,Michigan,43.60667,-85.27651999999999,1982-09-15
1476,Manistee County,Michigan,44.1708,-86.10335,1962-11-15
1477,Mackinac County,Michigan,45.91515,-84.87524,1979-06-01
1478,Luce County,Michigan,46.528890000000004,-85.49639,1972-02-25
1480,Lenawee County,Michigan,41.93,-84.35389,1977-05-15
1481,Leelanau County,Michigan,44.833690000000004,-85.72845,2013-09-02
1482,Lake County,Michigan,44.0559,-85.92196,2012-07-15
1484,Lenawee County,Michigan,41.871,-84.2995,1978-07-15
1485,Lenawee County,Michigan,42.068000000000005,-84.22700999999999,1980-11-16
1486,Lenawee County,Michigan,41.80832,-84.20835,1995-06-01
1488,Livingston County,Michigan,42.68505,-84.04025,1978-07-01
1489,Luce County,Michigan,46.56725,-85.589,1986-07-01
1490,Luce County,Michigan,46.71195,-85.38834,2005-07-15
1491,Mackinac County,Michigan,46.01793,-84.72001999999999,2015-05-10
1493,Manistee County,Michigan,44.38367,-86.19037,1984-10-01
1494,Manistee County,Michigan,44.4887,-85.93575,1995-11-15
1495,Manistee County,Michigan,44.22671,-86.10172,2009-11-15
1497,Manistee County,Michigan,44.25533,-85.9222,2012-04-05
1499,Marquette County,Michigan,46.09045,-87.48289,1990-10-01
1500,Marquette County,Michigan,46.61183,-87.73236,1991-08-01
1501,Marquette County,Michigan,46.47182,-87.42407,1996-07-14
1502,Marquette County,Michigan,46.604240000000004,-87.46171,2002-11-15
1503,Marquette County,Michigan,46.52545,-87.5034,2004-01-22
1504,Marquette County,Michigan,46.34445,-87.3459,2007-01-19
1506,Mason County,Michigan,44.091,-86.42896,2006-11-20
1508,Mecosta County,Michigan,43.577,-85.29299999999999,2012-05-14
1510,Menominee County,Michigan,45.7457,-87.87156999999999,2013-07-13
1511,Menominee County,Michigan,45.69347,-87.74364,2021-01-30
1513,Midland County,Michigan,43.596109999999996,-84.42721999999999,1977-09-15
1514,Midland County,Michigan,43.74,-84.58583,1997-11-15
1517,Monroe County,Michigan,41.972,-83.3595,2009-09-15
1518,Montcalm County,Michigan,43.235,-85.34194000000001,2002-06-12
1519,Montcalm County,Michigan,43.2725,-85.2515,2010-08-15
1520,Montcalm County,Michigan,43.265,-84.94099,2012-06-15
1521,Montcalm County,Michigan,43.38621,-84.88741,2017-10-28
1522,Montmorency County,Michigan,45.0635,-83.9205,2009-06-15
1523,Montmorency County,Michigan,44.94835,-84.165,2010-07-26
1524,Montmorency County,Michigan,45.22039,-84.21035,2012-03-15
1525,Muskegon County,Michigan,43.68899999999999,-86.376,2006-08-15
1526,Keweenaw County,Michigan,47.232,-88.16360999999999,2001-11-15
1527,Kent County,Michigan,43.153,-85.5995,1979-10-01
1528,Kalkaska County,Michigan,44.76665,-85.00165,2011-05-23
1529,Kalamazoo County,Michigan,42.225,-85.6885,1974-03-15
1532,Iron County,Michigan,46.102940000000004,-88.45181,1960-10-31
1534,Ionia County,Michigan,43.1095,-84.9825,1983-08-15
1536,Huron County,Michigan,43.941109999999995,-83.27139,1965-07-15
1537,Hillsdale County,Michigan,41.79639,-84.4587,2003-05-01
1539,Grand Traverse County,Michigan,44.66666,-85.79052,1982-06-25
1540,Gogebic County,Michigan,46.25,-89.5,2012-07-15
1541,Gladwin County,Michigan,43.87,-84.355,1996-10-01
1542,Gladwin County,Michigan,43.83165,-84.41335,2012-01-09
1543,Gladwin County,Michigan,44.12,-84.50999,2013-04-06
1544,Gogebic County,Michigan,46.3018,-89.91996999999999,2016-08-15
1545,Grand Traverse County,Michigan,44.64535,-85.77714,1984-02-11
1547,Grand Traverse County,Michigan,44.685,-85.43299999999999,2008-12-03
1549,Grand Traverse County,Michigan,44.714659999999995,-85.44922,2012-12-26
1550,Hillsdale County,Michigan,41.9773,-84.7802,2006-04-11
1552,Hillsdale County,Michigan,41.78913,-84.53609,2014-09-05
1555,Iosco County,Michigan,44.2725,-83.89001,2013-04-11
1556,Iosco County,Michigan,44.49427,-83.40396,2016-11-14
1557,Iosco County,Michigan,44.42654,-83.37971,2017-10-05
1558,Iron County,Michigan,46.2803,-88.7751,1996-11-17
1559,Isabella County,Michigan,43.5975,-84.66833000000001,1990-10-20
1562,Jackson County,Michigan,42.20901,-84.53098,2000-09-01
1563,Jackson County,Michigan,42.172909999999995,-84.10373,2011-11-19
1565,Kalamazoo County,Michigan,42.39472,-85.60028,2002-05-26
1566,Kalkaska County,Michigan,44.525,-85.075,2011-06-29
1570,Kent County,Michigan,43.21,-85.41,2008-10-06
1571,Kent County,Michigan,43.22,-85.68,2013-11-15
1573,Delta County,Michigan,45.9642,-87.3289,1982-10-01
1574,Crawford County,Michigan,44.7,-84.71,1973-05-01
1577,Charlevoix County,Michigan,45.33075,-85.23538,2008-06-15
1578,Calhoun County,Michigan,42.323,-85.05965,1974-09-16
1579,Berrien County,Michigan,42.0288,-86.5153,1974-12-15
1580,Benzie County,Michigan,44.5976,-86.09081,1984-10-01
1582,Baraga County,Michigan,46.56913,-88.28403,1970-09-01
1583,Arenac County,Michigan,43.92736,-83.92834,2003-11-15
1584,Alpena County,Michigan,44.98276,-83.84937,1980-06-27
1585,Allegan County,Michigan,42.4637,-85.95915,2007-06-20
1586,Alger County,Michigan,46.35503,-86.97,1944-07-01
1587,Alger County,Michigan,46.4722,-86.5367,2007-06-14
1589,Alpena County,Michigan,45.1365,-83.5175,2011-11-03
1591,Baraga County,Michigan,46.5244,-88.16701,1971-07-15
1593,Benzie County,Michigan,44.62845,-85.86291999999999,1985-05-15
1594,Benzie County,Michigan,44.514359999999996,-85.82096,1998-08-10
1596,Benzie County,Michigan,44.73109,-86.11156,2010-08-01
1597,Berrien County,Michigan,41.77945,-85.99374,1993-02-07
1598,Berrien County,Michigan,42.19,-86.36,2012-06-10
1599,Calhoun County,Michigan,42.3125,-84.7378,1979-10-18
1600,Cass County,Michigan,41.80205,-85.84005,1969-07-01
1602,Cheboygan County,Michigan,45.1475,-84.425,2008-10-16
1603,Cheboygan County,Michigan,45.35665,-84.605,2009-07-17
1604,Cheboygan County,Michigan,45.31915,-84.30745999999999,2013-01-08
1605,Chippewa County,Michigan,46.37165,-84.91665,2011-02-21
